reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
2130733f-f678-4fae-ae92-7aabffabee2e,Joko Susanto,https://play-lh.googleusercontent.com/a-/ALV-UjXbueOneKzK-QVOl89E3N-3kLGENdhekLh1UP-1IhWnetvMBkzI8A,"aplikasinya berat kalau dibandingkan dengan aplikasi Perbankan lain. sedangkan sekarang butuh aplikasi yg ringan dan cepat karena sering dipakai scan QRIS. tolong diperbaiki, karena secara Fitur sudah bagus Jenius ini.",2,0,4.64.0,2026-03-12 16:27:52,Mohon maaf atas ketidaknyamanan yang kamu alami ya Joko Susanto. Informasi yang kamu sampaikan menjadi perhatian kami untuk dijadikan masukan terhadap Jenius agar dapat menyediakan/meningkatkan layanan dan fasilitas yang lebih baik lagi ya.,2026-03-12 16:29:19,4.64.0
ddd154b4-a656-4338-897f-8839a179ebf7,Dimas Putera,https://play-lh.googleusercontent.com/a-/ALV-UjUbZLUYGXNZttxF_0dF7FMaNTMbSINAnrtY54HIhbiTO5HbMOJk,"I'm using Jenius for quite a while for alternative payment as credit card. It was helpful at first now but the tax of other currency to IDR by this ""bank"" is crazily high. And now what make me really hate this application is they charge me 10.000 Rupiah for God-only-know reason per month. Better have credit card rather than this app 😂. Sucks to be you",1,1,4.64.0,2026-03-12 08:08:56,"We apologize for the inconvenience Dimas Putera. We inform you that starting January 2021, Jenius applies a Feesible fee (monthly admin fee) for all Jenius customers at a cost of Rp 10,000 per month.",2026-03-12 08:17:20,4.64.0
7499c390-25a4-4938-8c1e-37760bc92b18,Arief Sam,https://play-lh.googleusercontent.com/a-/ALV-UjX29vJVdIgpE7g89KFUTUriMbf4NxUquNuXtZ-mRQS720evAQA,"SISTEM BURUK!!,, MENGECEWAKAN!!",1,0,4.64.0,2026-03-10 12:12:45,Hi Arief Sam. Mohon maaf atas ketidaknyamanannya. Informasi yang kamu sampaikan menjadi perhatian kami untuk dijadikan masukan terhadap Jenius agar dapat menyediakan/meningkatkan layanan dan fasilitas yang lebih baik lagi ya.,2026-03-10 12:13:30,4.64.0
cf5b2835-0c62-4abc-8392-887e28f2afbd,Suryo Satrio,https://play-lh.googleusercontent.com/a-/ALV-UjVXzn67_QkTTRQksXVtCByxBvxP8H6l1yr5bS10RMn-5b3CzAAA,"I've been using this app for over 5 years, and it's only getting worse. Your QRIS scanning feature is completely broken. You place it before the login page, but when you use it, it crashes. The same thing happens when you use it after authentication, there's no guarantee you'll be able to use the feature. Are you really serious about your app? Even after taking admin fees and reducing benefits, your app is becoming trash instead of good.",1,0,4.64.0,2026-03-07 11:04:20,"We apologize for the inconvenience Suryo Satrio. The information you provided has been noted by us as feedback for Jenius so that they can provide/improve better services and facilities. However, for your issue, you can contact service 1500365 for assistance with checking.",2026-03-07 11:10:39,4.64.0
7ab3d147-873b-4114-a2a4-4c6ddd5031f3,Deev The Fin (Deev),https://play-lh.googleusercontent.com/a/ACg8ocKrCpf-nQFIBcJR2wG3jmh-IMKKDuUb6HDFBmNyjMC4NDcD9IY=mo,terlalu berat applikasi nya. kalo susah sinyal dikit bikin panik yg mau bayar qris,1,1,,2026-03-05 21:11:40,"Hi Deev The Fin (Deev). Mohon maaf atas ketidaknyamanan yang kamu alami, informasi yang kamu sampaikan menjadi perhatian dan masukan bagi kami untuk dapat menyediakan dan meningkatkan layanan serta fasilitas yang lebih baik lagi kedepannya ya.",2026-03-05 21:12:37,
ac66bc36-f4f4-49f9-9256-d9ce057fd12a,Palagan Senopati Sewoyo,https://play-lh.googleusercontent.com/a-/ALV-UjWM57Mya1ExbmnUc44ZF0ela4Zf2wZl0D6Bc4bPhnMoNQlWetmG,"pengiriman kartu fisik sangat cepat. walaupun sempat ada kendala di apps, pelayanan cepat dan gercep. trims!",5,0,4.63.2,2026-03-03 22:20:14,Hi Palagan Senopati Sewoyo. Terima kasih atas feedback positif yang kamu berikan. Jenius akan selalu berusaha meningkatkan performa produknya serta memberikan layanan terbaik bagi seluruh nasabah. Semoga dengan Jenius dapat mempermudah transaksi dan pengaturan finansial kamu ya.,2026-03-03 22:21:32,4.63.2
ff9dce19-ca26-406f-b9e7-808ddc0bc5d9,Dirmansyah Lubis,https://play-lh.googleusercontent.com/a-/ALV-UjUTajE6C-mawwV4Gydg46JT_P8YbB5gZ77myw7vmx0KPzOVkIxG,"""Transaction History"" mengapa hanya bisa tampilkan 2 bulan ? Aplikasi bank lain bisa 1 tahun. REQUEST.",1,2,4.63.2,2026-03-03 04:40:33,Hi Dirmansyah Lubis. Untuk menu transaksi saat ini menampilan history transaksi 2 bulan berjalan ya. Untuk transaksi bulan sebelumnya dapat mengunduh e-statement ya.,2026-03-03 04:42:20,4.63.2
d8e13a43-30cb-463e-9ee3-afe7f858db0e,Jonas Steinwedel,https://play-lh.googleusercontent.com/a/ACg8ocJuwCIzN0kDFZEZD847W3sOTYQ9g8onBY7RvSX5UGhoJenP7g=mo,Mohon tambahkan video conference dalam verifikasi perangkat yang belum face id scan. Kalau via telepon saya cepat habis pulsa. :'(,4,0,4.63.2,2026-03-02 08:22:27,"Hi Jonas Steinwedel. Terima kasih atas ulasan yang kamu berikan kepada Jenius. Mohon maaf atas ketidaknyamanan yang kamu alami, untuk dibantu unlink device dengan video call kamu dapat menghubungi Jenius melalui layanan telepon 24 Jam 1500365, email ke jenius-help@smbci.com atau service point Jenius ya. Terima kasih",2026-03-02 08:27:20,4.63.2
998dfedf-f048-4a28-9d17-5e4428e15c65,Qalisha Avininda Hanny,https://play-lh.googleusercontent.com/a-/ALV-UjWXDTaXcFthknui6gcBtMUjzPnzf6ubd4KhK-ZxvuyADEN2yUc,"Semakin ke sini aplikasi makin lemot, untuk scan QRIS aja lama banget, seringnya gak bisa. Udah keluar masuk aplikasi tetep gak bisa, capek banget tiap mau bayar jadi lama di kasirnya",2,0,4.63.2,2026-03-02 04:21:09,"Hi, kak Qalisha Avininda Hanny. Mohon maaf atas ketidaknyamanannya. Informasi yang kamu sampaikan menjadi perhatian kami untuk dijadikan masukan terhadap Jenius agar dapat menyediakan/meningkatkan layanan dan fasilitas yang lebih baik lagi ya",2026-03-02 04:46:04,4.63.2
a6903ebf-78fe-4a66-b8e0-ca734add12ef,Eddy,https://play-lh.googleusercontent.com/a/ACg8ocKd7jYMzbXBTYG7LYQiEUiF7k9Vh3iEGwMDGXORPk7Y0S-e_2I=mo,Tidak bisa dibuka dari jaringan telkomsel,1,1,,2026-02-27 20:37:09,Mohon maaf atas kendala yang dialam Eddy. Saat ini tidak ada kendala pada Aplikasi Jenius. Kamu bisa mencoba menggunakan jaringan lain ya apabla kendala pada jaringan provaider.,2026-02-27 20:40:05,
2aa44954-374d-4f42-9b5d-1d3802a77387,masdion,https://play-lh.googleusercontent.com/a-/ALV-UjVPyGrnaVtAJdvMrvTvUlkESU-n9hCfEfttB8VRxgQPvqGeTC3J,"Saya sangat kecewa dengan layanan Jenius. Sudah 1 minggu dana pembelian AUD dan transfer ke Commbank belum diterima, tanpa kejelasan waktu penyelesaian. Setiap menghubungi Jenius Help, saya hanya mendapat jawaban template yang tidak benar-benar membantu. Ini jelas merugikan dan membuat saya kehilangan kepercayaan. Saya menuntut penyelesaian segera dan kompensasi atas keterlambatan ini. Dan Admin Jenius, gak usah bales, pasti template, jijik.",1,1,4.63.2,2026-02-27 14:05:29,"Hi Masdion. Mohon maaf atas ketidaknyamanannya, kami sangat mengerti akan keluhan yang dialami, informasi yang kamu sampaikan menjadi perhatian dan masukan bagi kami untuk dapat menyediakan dan meningkatkan layanan serta fasilitas yang lebih baik lagi kedepannya.",2026-02-27 14:19:12,4.63.2
215469d0-16cd-4907-9198-754a208b9f26,Pradana,https://play-lh.googleusercontent.com/a-/ALV-UjUuniJU06QXe9YizMMmZTiqMJD-jj84_6Zuq8cSINEaaKKb4WN3nQ,"Useless AI for Unlink, tried in old device 2 times not working, call CS, got link, video call, but also not working! visited jenius booth 2 times also not helping at all! the people behind this are not capable enough to build such a feature, I cannot unlink for more than a week! such annoying failure feature!! Please dont adopt AI if you are not ready yet, at least keep the traditional unlink procedure!",1,1,4.58.0,2026-02-27 13:19:25,"Hi Pradana. Mohon maaf atas ketidaknyamanannya, untuk keluhan unlink device, mohon untuk menghubungi SMBCI Care melalui telepon di 1500365, email ke jenius-help@smbci.com atau live chat di dalam aplikasi Jenius untuk bantuan segera ya. Terima kasih.",2026-02-27 13:30:11,4.58.0
a5f202ba-7cd7-4fad-96a9-3799816fd601,Kemal Adam Roisy,https://play-lh.googleusercontent.com/a/ACg8ocI8NVwCbrUsP33UsA8gQq6RygO8D3VA9gSh_MNIdUxCP4LLs2c=mo,"Stuck on login page (loading forever) really bad exp masih sama sudah sebulan, tidak diperbaiki",1,0,4.63.2,2026-02-27 11:38:33,"Hi.Kemal Adam Roisy. Mohon maaf atas ketidaknyamanannya. Terkait kendala login yang kamu alami, bisa menghubungi SMBCI Care melalui telepon di 1500365 atau email ke jenius-help@smbci.com untuk dibantu pengecekan ya. Terima kasih.",2026-02-27 11:43:12,4.63.2
f633931e-bc93-48ea-a5dc-cf14a4937f1b,John Levansa,https://play-lh.googleusercontent.com/a/ACg8ocKJjbr_-NzNk3F3dxWpmA5qfVEw8uF_sQ8MEaEvUufNlYn_jQ=mo,push notification OTP/verify kenapa harus masukin password lagi? bikin ribet jadi harus masukin password di awal dan pas verifikasi.,1,0,,2026-02-26 23:45:13,"Hi John Levansa. Mohon maaf atas ketidaknyamanannya, mengenai hal tersebut merupakan prosedur keamanan transaksi di Jenius ya. Namun untuk masukkan kamu akan kami jadikan evaluasi layanan kedepannya. Terima kasih.",2026-02-26 23:48:36,
d28e8fe8-2610-47d0-b6ad-4236417cfb1f,Aldio Tripadana,https://play-lh.googleusercontent.com/a-/ALV-UjXkwcQxaXEJDYZ3dFCuNzg-MvTb1AxUYXooxIFM0C-p5GPIwpA,"aplikasi tidak ada fitur live call di aplikasi, sangat menyusahkan user, tidak ada promo menarik., saatnya tutup kartu kredit jenius",1,1,4.63.2,2026-02-25 21:35:23,"Hai Aldio Tripadana. Terima kasih atas ulasan yang kamu berikan kepada Jenius. Mohon maaf atas ketidaknyamanan yang kamu alami, informasi yang kamu sampaikan menjadi perhatian dan masukan bagi kami untuk dapat menyediakan dan meningkatkan layanan serta fasilitas yang lebih baik lagi kedepannya ya.",2026-02-25 21:36:25,4.63.2
a029fa5f-9623-4a37-b27f-3542c7ff453f,Deni Irawan,https://play-lh.googleusercontent.com/a-/ALV-UjXMiiTSfl7uFE84dFBqG5xLoXW8Db25ambgyuj90XMsLGRQesIU,"aplikasi keuangan terburuk yang pernah saya pakai, lemot banget",1,1,4.63.1,2026-02-25 21:12:54,Hi Deni Irawan. Mohon maaf atas ketidaknyamanannya. Mohon kesediaan kamu untuk dapat memastikan koneksi internet dalam keadaan stabil dan mencoba pengecekan kembali secara berkala ya. Terima kasih.,2026-02-25 21:14:42,4.63.1
60bd5454-f37b-4282-83e0-12dcdfeeab2a,Nisa Uswtn,https://play-lh.googleusercontent.com/a/ACg8ocLDCWj6ZU4_pmG0S0fbQDDlznUid9Wh5Ytdx4AFebCgQB5i8Q=mo,salesnya maksa. sales buka2 email pribadi orang,1,0,4.63.2,2026-02-25 20:21:10,"Hi Nisa Uswtn, mohon maaf atas ketidaknyamanannya. Informasi yang kamu sampaikan menjadi perhatian kami untuk dijadikan masukan terhadap Jenius agar dapat menyediakan/meningkatkan layanan dan fasilitas yang lebih baik lagi ya.",2026-02-25 20:22:09,4.63.2
8a566d92-07ef-4275-9731-49bc9c34a2f3,Benny Herlambang,https://play-lh.googleusercontent.com/a-/ALV-UjX8vrwAXJftZ8y96Nu6-Q1tOmHECQ9TuedRZLRByohZF_bVgpe0Ew,It was good. but getting slower now. even scanning QRIS took longer compared to other mobile banking apps.,1,0,4.63.1,2026-02-23 23:05:21,Hi Benny Herlambang. We apologize for the inconvenience. The information you provided has been noted and will be used as feedback for Jenius to provide/improve better services and facilities.,2026-02-23 23:07:19,4.63.1
79999004-128f-49b8-b37c-4f36b3efb986,Christian espero,https://play-lh.googleusercontent.com/a-/ALV-UjWwffIQKW9sGNbm9B6v1R_hgfr1F9bIpXoscJGPAUOHmty2G64,Tampilan aplikasi Jenius saat ini kacau. Harap segera diperbaiki.,2,0,4.63.2,2026-02-23 17:25:39,"Hai Christian espero. Terima kasih atas ulasan yang kamu berikan kepada Jenius. Mohon maaf atas ketidaknyamanan yang kamu alami, informasi yang kamu sampaikan menjadi perhatian dan masukan bagi kami untuk dapat menyediakan dan meningkatkan layanan serta fasilitas yang lebih baik lagi kedepannya ya.",2026-02-23 17:26:21,4.63.2
ad7c0cec-b2fd-499f-94fc-305c437c839e,Esther Haryanto,https://play-lh.googleusercontent.com/a-/ALV-UjUhA1Sxj5cWkyMem11vJC73XKRw_OBlbDutfKvO9giIOUm2Dd9I,tidak bisa registrasi,1,0,,2026-02-22 10:03:19,"Hi Esther Haryanto. Mohon maaf atas ketidaknyamanannya. Apabila kamu mengalami kendala registrasi Jenius, kamu bisa menghubungi SMBCI Care melalui telepon di 1500365 atau email jenius-help@smbci.com untuk bantuan segera. Terima kasih.",2026-02-22 10:06:11,
c15e6415-7f26-4dba-8535-c0ba17e8ab80,Agung Cloud,https://play-lh.googleusercontent.com/a-/ALV-UjXCQLJUgGUDSu31HNQxbk2LxxzGgR3We8YleR7YQajSMdzVcQE_,daftar aja gak masuk masuk otpnya kenapa ini ?,1,0,4.63.2,2026-02-21 13:43:49,"Hi Agung. Mohon maaf atas ketidaknyamanannya. Apabila kamu mengalami kendala aplikasi Jenius, kamu bisa menghubungi SMBCI Care melalui telepon di 1500365 untuk bantuan segera. Terima kasih.",2026-02-21 13:50:59,4.63.2
bdd3419c-73db-4915-84b7-4e57d5171050,Susan Meliana Khodizah,https://play-lh.googleusercontent.com/a-/ALV-UjUeRufA_8l-7tBbgREMYDA_hnf1t25a1VNFzykqllYYKJgOU0z-,"udah lemot, mau transaksi pake cc makin ribet. ga guna banget",1,0,4.61.0,2026-02-20 20:35:01,"Hi Susan Meliana Khodizah. Mohon maaf atas ketidaknyamanannya. Informasi yang kamu sampaikan menjadi perhatian kami untuk dijadikan masukan terhadap Jenius agar dapat menyediakan/meningkatkan layanan dan fasilitas yang lebih baik lagi, untuk pelaporan kendala mohon menghubungi kami melalui layanan SMBCI care 1500365 ya.",2026-02-20 20:36:52,4.61.0
25678832-adbb-4162-ac78-75099825559f,Frisca Tobing,https://play-lh.googleusercontent.com/a/ACg8ocL9NMsYEu2BT9cWe3rVN077_rHzGsChJsjr0_02s3wC6NaO3fNh=mo,"overall app lambat. scan qris sering ga respon, jadi tambah lama saat transaksi. mohon diperbaiki.",3,1,4.63.1,2026-02-20 20:30:27,Hi Frisca Tobing. Mohon maaf atas ketidaknyamanannya. Informasi yang kamu sampaikan menjadi perhatian kami untuk dijadikan masukan terhadap Jenius agar dapat menyediakan/meningkatkan layanan dan fasilitas yang lebih baik lagi ya.,2026-02-20 20:31:56,4.63.1
411452e9-42be-4c8f-a3a1-52938b81b132,Riska Mareta,https://play-lh.googleusercontent.com/a/ACg8ocL9tDxcSRoQnUUlCn3s-lJy7uH9_-NxW1Cx08MMRKPSAi4Y38w=mo,no recommend,1,0,4.63.1,2026-02-20 16:59:31,Mohon maaf atas ketidaknyamanan yang kamu alami ya Riska. Informasi yang kamu sampaikan menjadi perhatian kami untuk dijadikan masukan terhadap Jenius agar dapat menyediakan/meningkatkan layanan dan fasilitas yang lebih baik lagi ya.,2026-02-20 17:01:49,4.63.1
dd738257-70e8-48c1-955c-4728754ee1c4,vedrine san,https://play-lh.googleusercontent.com/a-/ALV-UjVF8GoTh-pfasWY2htL8Q8UEFh1riAQgp3VIoDoYvm-u2USU45h,"kartu saya hilang, sy blokir temporary lewat aps, lalu sy request untuk permanent block, dan dikirim kartu baru lewat aplikasi, tapi ternyata failed terus, sy sudah coba di hari libur dan di hari kerja jam kerja failed, sy telp ke call centre untuk proses blokir kartu dan request baru, butuh waktu 34 menit untuk bisa keblokir, SANGAT TIDAK MEMBANTU NASABAH SAMA SEKALI!!! SAYA MEMILIH UNTUK TUTUP KARTU KREDITNYA",1,0,,2026-02-18 16:47:59,Mohon maaf atas ketidaknyamanannya Vedrine san. Informasi yang kamu sampaikan menjadi perhatian kami untuk dijadikan masukan terhadap Jenius agar dapat menyediakan/meningkatkan layanan dan fasilitas yang lebih baik lagi ya.,2026-02-18 16:53:09,
0e33f37d-2fc9-47f5-b3dd-f5f7ac0c870e,DICKY IBROHIM,https://play-lh.googleusercontent.com/a-/ALV-UjWesw1yuesdL027cl4PCzbqm5SS05GaTcHw43rL2wHdPBt4oO4hNQ,"Keputusan terburuk dari SMBC Jenius. Mengubah OTP menjadi via App. Login app perlu sekitar 1 menit loading, menuju ke halaman notifikasi 10-20 detik karena lambat, klik approve 5-10 detik. Aplikasi nampak tidak dibuat oleh tenaga berpengalaman. Tidak mengikuti perkembangan, tidak mampu melakukan optimasi bertahun-tahun.",1,2,4.62.0,2026-02-18 00:31:47,Hi Dicky Ibrohim. Mohon maaf atas ketidaknyamanannya. Informasi yang kamu sampaikan menjadi perhatian kami untuk dijadikan masukan terhadap Jenius agar dapat menyediakan/meningkatkan layanan dan fasilitas yang lebih baik lagi ya.,2026-02-18 00:32:42,4.62.0
1227fc38-0f44-4d2d-8cfd-b9c64147503e,Anka Phone,https://play-lh.googleusercontent.com/a-/ALV-UjUoklmJrHlzJzXRj84YYQ2LSPHf3-mOHir13u39xGux2V-E2x5m,"Dah isi data semua samapi photo KTP dan photo diri, semuanya lancar tinggal 1 langkah GAGAL suruh photo ulang. Klik photo ulang ga bisa, coba daftar lagi dari Nol sampai beberapa kali tapi mentok juga dihal yang sama. FIX cuma mau koleksi data doang 😝😝😝 JANGAN DAFTAR CUMAN MAU KOLEKSI DATA-DATA MU DOANG",1,0,,2026-02-17 20:52:56,"Mohon maaf atas ketidaknyamanannya.Untuk kendala yang dialami ya, Untuk dibantu pengecekan kendala proses registrasi Jenius kamu bisa menghubungi layanan SMBC Care di 1500365 ya,",2026-02-17 20:56:25,
8f57137f-5f3b-4492-9ae0-c60c2c6494a7,Abdu Razzaq,https://play-lh.googleusercontent.com/a/ACg8ocL-bBYzTBsJqnUSbQe5iZz7Rp5b3qlUbIm-FGngrMVsz7AKmg=mo,crash app while clikcing transfer my phone is adroid oppo a9,1,0,,2026-02-17 17:10:39,"We apologize for the inconvenience you experienced Abdu Razzaq. Please make sure your Jenius application is updated. If the problem persists, you can contact SMBC Care service at 1500365.",2026-02-17 17:14:40,
18832741-b76a-40ac-9d20-1ce24acb4fc8,Dwi Armandhani,https://play-lh.googleusercontent.com/a/ACg8ocJsZZb6WfkDH-PLlRMw9bNWRzu5C2Y7bOtOZryKZgkISJACwQc=mo,kocakk gabisa reset password nyusahin asli dah,1,0,,2026-02-17 15:57:45,Mohon maaf atas kendala yang dialami ya Dwi Armandhani. Apabila kamu kedala reset password kamu bisa menghubungi layanan SMBC Care di 1500365 ya.,2026-02-17 15:59:29,
d9221dba-9cef-49ea-a18f-ce08368d6132,Sena Shein,https://play-lh.googleusercontent.com/a-/ALV-UjXs_4CBqxZML3EFgCbiDV4BQDIm_m7vvi2TIdpORmWLjjInLfGAZg,sudah 6 tahun pakai jenius.... masalahnya masih sama.... TETAP LAMBAT!!! UI nya ga diperbaiki selama 6 tahun. rating google review yg 3.3 ga jadi evaluasi? bandingkan dengan ui lain yg sangat cepet.... sampai kapan apk jenius lama?????,1,4,4.62.0,2026-02-17 10:13:53,"Hai Sena Shein. Terima kasih atas ulasan yang kamu berikan kepada Jenius. Mohon maaf atas ketidaknyamanan yang kamu alami, informasi yang kamu sampaikan menjadi perhatian dan masukan bagi kami untuk dapat menyediakan dan meningkatkan layanan serta fasilitas yang lebih baik lagi kedepannya ya.",2026-02-17 10:20:40,4.62.0
9c74a3ab-586a-40ae-ab6f-e9de622b4dfa,Micha S,https://play-lh.googleusercontent.com/a/ACg8ocKuNkm1f3gUmM_OU_PxFitLcB4NsTaT5-xA5vcyIRXXmaFYDQ=mo,"kebanyakan qris scan gabisa dipake padahal sudah pakai latest update, loadingnya juga lemot 😭",1,0,4.63.1,2026-02-17 05:57:46,Hi Micha. Mohon maaf atas ketidaknyamanannya. Informasi yang kamu sampaikan menjadi perhatian kami untuk dijadikan masukan terhadap Jenius agar dapat menyediakan/meningkatkan layanan dan fasilitas yang lebih baik lagi ya.,2026-02-17 06:02:17,4.63.1
